CallEnd,CallDuration,CallStart,Communication,Education,Job,LastContactMonth,Marital,Outcome,Age,Balance,CarInsurance,CarLoan,DaysPassed,Default,HHInsurance,LastContactDay,NoOfContacts,PrevAttempts
9:09:36,0:07:44,9:01:52,cellular,secondary,admin.,jul,married,failure,50,558,1,0,683,0,0,9,1,6
12:35:51,0:04:31,12:31:20,cellular,secondary,services,jun,married,success,42,1376,1,0,92,0,1,2,2,4
12:03:19,0:03:04,12:00:15,cellular,secondary,student,oct,single,failure,24,822,1,0,91,0,0,27,1,2
16:02:00,0:04:08,15:57:52,cellular,secondary,entrepreneur,jul,single,none,34,-200,0,1,-1,1,0,25,5,0
11:55:57,0:02:06,11:53:51,cellular,secondary,technician,aug,divorced,none,55,35,0,0,-1,0,1,20,4,0
17:20:07,0:02:53,17:17:14,other,primary,blue-collar,may,married,none,39,568,0,0,-1,0,1,21,3,0
13:39:52,0:01:08,13:38:44,cellular,secondary,admin.,nov,married,none,51,684,0,0,-1,0,1,20,1,0
10:42:16,0:06:14,10:36:02,other,secondary,services,may,single,none,23,91,0,0,-1,0,1,16,2,0
10:33:39,0:01:19,10:32:20,cellular,secondary,technician,aug,married,none,31,367,0,0,-1,0,0,28,17,0
9:27:12,0:01:01,9:26:11,cellular,secondary,technician,may,divorced,failure,36,69,0,0,369,0,1,12,2,3
10:23:25,0:01:11,10:22:14,cellular,tertiary,management,apr,married,failure,37,9269,0,1,149,0,1,17,1,2
14:01:41,0:07:07,13:54:34,cellular,tertiary,management,feb,single,success,30,5359,1,0,191,0,0,26,1,3
17:08:01,0:08:03,16:59:58,cellular,secondary,admin.,jul,married,success,38,1767,1,0,239,0,1,9,4,7
14:48:06,0:01:41,14:46:25,cellular,tertiary,entrepreneur,mar,single,none,32,-34,1,0,-1,0,1,11,1,0
17:15:09,0:11:26,17:03:43,cellular,tertiary,management,aug,single,none,32,41,1,0,-1,0,0,21,5,0
16:26:49,0:06:15,16:20:34,cellular,primary,blue-collar,aug,married,none,53,1138,0,0,-1,0,1,6,2,0
17:39:07,0:04:53,17:34:14,cellular,secondary,blue-collar,apr,married,failure,32,897,0,0,322,0,1,7,3,2
17:22:07,0:01:25,17:20:42,other,secondary,services,jun,married,none,27,511,0,0,-1,0,1,30,5,0
9:08:02,0:05:00,9:03:02,cellular,tertiary,management,sep,married,other,34,589,1,0,44,0,0,1,1,3
13:22:16,0:04:15,13:18:01,cellular,primary,blue-collar,apr,single,other,27,497,0,0,272,0,1,20,2,1
17:11:06,0:01:52,17:09:14,cellular,tertiary,student,may,single,none,27,118,0,0,-1,0,0,25,1,0
9:48:32,0:00:07,9:48:25,cellular,secondary,technician,may,single,none,24,-73,0,0,-1,0,1,18,2,0
12:46:52,0:01:29,12:45:23,cellular,secondary,technician,aug,married,none,56,1093,0,0,-1,0,0,7,4,0
9:34:13,0:04:23,9:29:50,cellular,tertiary,retired,may,divorced,success,63,0,1,0,181,0,0,13,1,2
12:50:37,0:04:15,12:46:22,cellular,tertiary,management,aug,single,none,32,0,0,0,-1,0,0,29,2,0
9:58:59,0:32:42,9:26:17,cellular,tertiary,management,sep,married,failure,46,273,1,0,105,0,1,15,1,3
14:02:53,0:01:04,14:01:49,cellular,secondary,self-employed,aug,married,none,35,0,0,0,-1,0,0,12,2,0
13:24:01,0:01:07,13:22:54,other,secondary,admin.,jun,married,none,47,407,0,0,-1,0,1,5,12,0
10:51:03,0:13:55,10:37:08,other,tertiary,technician,jun,married,none,45,377,1,0,-1,0,1,19,3,0
14:54:52,0:00:36,14:54:16,telephone,secondary,blue-collar,jul,married,none,31,0,0,0,-1,0,0,23,1,0
13:57:03,0:03:05,13:53:58,cellular,secondary,services,may,single,failure,32,-23,0,0,305,0,0,11,1,1
11:22:13,0:01:55,11:20:18,other,secondary,services,may,married,none,34,0,0,0,-1,0,1,19,4,0
9:22:10,0:04:29,9:17:41,cellular,tertiary,management,mar,married,none,46,11385,1,0,-1,0,0,24,3,0
17:15:09,0:05:19,17:09:50,cellular,tertiary,technician,apr,single,success,32,5514,1,0,182,0,0,22,1,1
10:57:45,0:06:37,10:51:08,cellular,secondary,admin.,jun,married,none,27,897,1,0,-1,0,0,5,1,0
15:32:03,0:06:12,15:25:51,telephone,tertiary,management,may,single,success,31,533,1,0,90,0,0,12,1,10
17:44:05,0:03:46,17:40:19,other,secondary,blue-collar,may,married,none,31,335,0,0,-1,0,1,8,1,0
12:41:40,0:02:04,12:39:36,cellular,secondary,unemployed,jan,married,none,37,4769,0,0,-1,0,0,29,1,0
13:12:48,0:01:49,13:10:59,telephone,secondary,blue-collar,jul,married,none,29,2312,0,0,-1,0,1,14,3,0
15:49:30,0:02:21,15:47:09,cellular,secondary,blue-collar,jul,married,none,29,1175,0,1,-1,0,1,30,4,0
12:33:54,0:04:36,12:29:18,cellular,secondary,services,jul,married,none,45,-406,0,1,-1,0,1,21,2,0
10:25:34,0:18:32,10:07:02,cellular,secondary,technician,apr,married,none,28,1086,1,0,-1,0,1,20,3,0
16:48:26,0:00:42,16:47:44,other,tertiary,management,jul,married,none,30,69,0,0,-1,0,1,6,1,0
17:24:53,0:01:57,17:22:56,cellular,secondary,retired,aug,married,none,64,4083,0,0,-1,0,0,18,1,0
9:37:37,0:01:40,9:35:57,cellular,tertiary,management,sep,single,none,32,2,1,0,-1,0,1,11,2,0
16:40:27,0:00:22,16:40:05,other,primary,blue-collar,may,married,none,42,329,0,0,-1,0,1,14,4,0
17:42:58,0:03:53,17:39:05,cellular,secondary,entrepreneur,jun,married,success,42,707,0,0,348,0,0,1,1,1
17:23:39,0:06:03,17:17:36,cellular,secondary,unemployed,nov,married,none,44,1543,0,0,-1,0,0,19,2,0
15:29:29,0:02:54,15:26:35,cellular,secondary,blue-collar,may,single,none,36,111,0,0,-1,0,1,6,3,0
10:34:54,0:01:10,10:33:44,other,secondary,technician,may,married,none,31,1032,0,0,-1,0,1,26,6,0
15:26:46,0:01:24,15:25:22,other,tertiary,management,may,divorced,none,42,497,0,0,-1,0,0,15,22,0
16:31:07,0:14:11,16:16:56,cellular,tertiary,technician,aug,single,none,30,635,1,0,-1,0,0,13,8,0
10:56:43,0:04:48,10:51:55,cellular,secondary,technician,jul,married,none,36,7957,0,0,-1,0,0,31,2,0
16:40:35,0:01:30,16:39:05,other,secondary,admin.,may,divorced,none,34,67,0,0,-1,0,1,6,1,0
14:08:29,0:01:40,14:06:49,cellular,secondary,admin.,aug,married,none,54,19213,0,0,-1,0,0,12,6,0
15:40:58,0:02:30,15:38:28,cellular,tertiary,technician,aug,single,success,28,0,0,0,79,0,1,12,1,3
11:14:41,0:07:51,11:06:50,cellular,secondary,technician,aug,divorced,none,56,0,0,0,-1,0,0,26,8,0
10:01:06,0:03:01,9:58:05,cellular,secondary,admin.,jan,married,success,61,4629,1,0,92,0,1,27,1,1
12:50:34,0:01:46,12:48:48,cellular,tertiary,management,jul,divorced,none,41,4567,0,1,-1,0,1,16,1,0
12:44:02,0:08:26,12:35:36,other,tertiary,management,may,single,none,31,825,1,0,-1,0,1,21,2,0
12:21:57,0:00:08,12:21:49,cellular,tertiary,unemployed,feb,married,none,44,17747,0,0,-1,0,1,5,7,0
16:49:08,0:02:43,16:46:25,cellular,tertiary,management,jun,married,success,47,2351,1,0,84,0,0,2,2,1
16:13:46,0:00:10,16:13:36,telephone,secondary,services,may,married,failure,57,530,0,0,360,0,1,15,7,7
17:03:20,0:02:39,17:00:41,cellular,tertiary,management,may,married,none,44,2365,0,1,-1,0,0,26,3,0
12:11:11,0:03:59,12:07:12,cellular,tertiary,management,jun,single,success,24,1506,1,0,95,0,0,12,2,4
16:19:58,0:11:02,16:08:56,cellular,tertiary,technician,may,married,success,51,0,1,0,66,0,0,7,2,2
11:24:46,0:00:28,11:24:18,cellular,secondary,admin.,may,single,failure,37,22,0,0,289,0,1,7,2,5
10:18:00,0:04:11,10:13:49,cellular,primary,housemaid,jul,married,none,44,71,0,0,-1,0,1,11,2,0
13:33:26,0:06:32,13:26:54,cellular,tertiary,technician,may,single,success,40,1646,1,0,91,0,1,4,2,3
15:29:37,0:03:31,15:26:06,cellular,tertiary,management,may,married,failure,37,8564,0,0,347,0,1,5,2,1
15:35:41,0:03:01,15:32:40,cellular,secondary,admin.,oct,divorced,success,42,527,1,1,185,0,0,22,1,1
13:11:49,0:02:49,13:09:00,cellular,secondary,unemployed,may,married,none,58,68,0,0,-1,0,0,26,2,0
16:16:04,0:03:07,16:12:57,cellular,tertiary,management,jun,divorced,other,43,481,1,0,20,0,1,3,1,1
11:14:28,0:04:16,11:10:12,cellular,secondary,student,nov,single,failure,24,382,1,0,92,0,0,13,2,3
15:42:48,0:02:15,15:40:33,other,tertiary,services,may,single,none,41,285,0,1,-1,0,1,29,1,0
14:55:11,0:02:40,14:52:31,cellular,primary,blue-collar,may,married,none,34,-703,0,0,-1,0,1,18,2,0
17:11:22,0:03:15,17:08:07,telephone,primary,retired,apr,married,none,82,211,0,0,-1,0,0,22,3,0
16:47:33,0:01:24,16:46:09,cellular,tertiary,management,may,married,failure,37,0,0,0,169,0,1,6,2,3
16:10:40,0:02:34,16:08:06,other,secondary,housemaid,oct,married,none,34,0,1,0,-1,0,1,30,1,0
11:42:56,0:07:10,11:35:46,cellular,secondary,management,feb,divorced,none,43,51,1,0,-1,0,0,2,1,0
9:44:10,0:19:03,9:25:07,other,secondary,blue-collar,may,married,none,26,246,1,0,-1,0,1,16,3,0
13:10:32,0:03:26,13:07:06,other,secondary,blue-collar,may,married,none,28,916,0,0,-1,0,1,28,1,0
17:31:11,0:12:57,17:18:14,other,primary,blue-collar,jun,married,none,32,415,1,0,-1,0,1,2,4,0
9:47:39,0:04:51,9:42:48,cellular,secondary,services,aug,married,success,43,2145,1,0,95,0,0,25,2,4
16:35:40,0:03:36,16:32:04,cellular,secondary,student,sep,single,none,24,8165,1,0,-1,0,0,15,1,0
13:19:26,0:04:39,13:14:47,other,tertiary,technician,may,divorced,none,43,123,0,0,-1,0,0,14,2,0
11:44:15,0:00:21,11:43:54,other,primary,blue-collar,may,married,none,32,274,0,0,-1,0,1,9,3,0
13:06:43,0:02:39,13:04:04,cellular,secondary,services,aug,married,none,56,-8,0,0,-1,1,0,6,2,0
17:16:09,0:05:17,17:10:52,other,secondary,technician,jun,married,none,37,410,0,1,-1,0,1,2,6,0
10:56:04,0:02:13,10:53:51,cellular,secondary,services,jul,married,none,44,2439,0,0,-1,0,1,30,2,0
9:39:13,0:09:50,9:29:23,other,tertiary,management,jun,single,none,27,703,1,0,-1,0,1,5,3,0
13:23:42,0:02:16,13:21:26,cellular,primary,retired,jan,married,none,35,285,0,0,-1,0,1,29,1,0
14:01:45,0:25:00,13:36:45,other,tertiary,self-employed,may,single,none,29,121,1,0,-1,0,1,30,2,0
9:44:56,0:04:23,9:40:33,cellular,secondary,student,nov,single,failure,24,125,1,0,90,0,0,9,1,1
17:46:46,0:12:08,17:34:38,cellular,secondary,services,jul,married,none,36,370,0,1,-1,0,1,18,6,0
13:30:53,0:00:12,13:30:41,other,tertiary,housemaid,aug,married,none,31,0,0,0,-1,0,0,28,15,0
15:43:34,0:03:22,15:40:12,cellular,primary,blue-collar,apr,married,failure,29,459,0,1,318,0,1,17,3,1
15:44:09,0:01:08,15:43:01,cellular,secondary,student,may,single,none,23,1029,0,0,-1,0,1,18,1,0
15:20:02,0:03:27,15:16:35,cellular,tertiary,management,feb,single,none,25,2305,0,0,-1,0,0,3,1,0
15:40:35,0:06:07,15:34:28,cellular,secondary,technician,nov,single,none,56,1437,0,0,-1,0,1,20,8,0
9:16:13,0:00:48,9:15:25,cellular,secondary,technician,nov,married,none,45,2128,0,1,-1,0,0,20,3,0
11:37:02,0:07:42,11:29:20,cellular,secondary,blue-collar,may,single,none,31,461,0,0,-1,0,1,7,1,0
9:56:19,0:01:06,9:55:13,cellular,secondary,blue-collar,may,married,failure,53,148,0,0,359,0,1,7,1,1
14:42:58,0:16:31,14:26:27,cellular,secondary,services,jul,married,none,27,0,1,0,-1,0,1,17,5,0
10:44:46,0:00:59,10:43:47,cellular,secondary,self-employed,aug,married,none,56,445,0,0,-1,0,0,7,2,0
10:34:36,0:00:32,10:34:04,cellular,secondary,technician,may,married,success,38,976,0,0,308,0,1,18,8,3
11:34:52,0:01:27,11:33:25,cellular,secondary,admin.,feb,married,other,57,567,0,0,265,0,1,2,2,3
13:09:37,0:00:17,13:09:20,cellular,primary,blue-collar,may,married,none,44,0,0,0,-1,0,1,6,1,0
17:38:14,0:04:47,17:33:27,telephone,secondary,self-employed,feb,single,none,31,0,0,1,-1,0,0,6,6,0
18:04:33,0:04:42,17:59:51,other,secondary,technician,jun,divorced,none,47,5735,0,0,-1,0,0,19,4,0
13:09:50,0:10:05,12:59:45,other,secondary,unemployed,jun,married,none,40,1960,1,0,-1,0,1,2,6,0
17:03:12,0:06:46,16:56:26,other,secondary,technician,jun,divorced,none,43,365,0,0,-1,0,1,4,2,0
11:21:40,0:07:01,11:14:39,cellular,secondary,blue-collar,feb,married,none,60,272,0,0,-1,0,0,2,1,0
15:24:37,0:04:38,15:19:59,cellular,tertiary,management,nov,married,none,32,913,0,0,-1,0,1,19,3,0
13:03:42,0:02:34,13:01:08,cellular,secondary,technician,feb,single,failure,34,347,0,0,197,0,1,6,2,6
17:29:47,0:14:17,17:15:30,cellular,tertiary,student,jul,married,none,25,10,1,0,-1,0,1,21,4,0
17:11:21,0:07:43,17:03:38,cellular,tertiary,management,oct,single,success,30,502,1,0,95,0,0,11,3,6
10:11:53,0:04:25,10:07:28,other,secondary,blue-collar,may,married,none,31,41,0,0,-1,0,1,19,1,0
14:54:52,0:03:36,14:51:16,other,secondary,blue-collar,may,married,none,39,298,0,0,-1,0,1,20,1,0
11:59:50,0:00:42,11:59:08,other,secondary,admin.,jun,married,none,37,641,0,0,-1,0,1,5,1,0
12:14:41,0:01:50,12:12:51,cellular,tertiary,management,aug,married,none,31,13,0,0,-1,0,0,28,5,0
10:07:00,0:15:02,9:51:58,cellular,primary,housemaid,may,single,none,43,800,1,0,-1,0,1,13,1,0
9:13:16,0:05:46,9:07:30,other,tertiary,management,may,single,none,34,0,0,0,-1,0,1,23,1,0
14:05:59,0:09:59,13:56:00,other,secondary,admin.,may,divorced,none,53,-394,0,0,-1,0,1,15,2,0
15:53:18,0:02:44,15:50:34,cellular,secondary,blue-collar,aug,married,none,54,-102,0,0,-1,0,1,27,7,0
11:26:20,0:15:46,11:10:34,cellular,primary,blue-collar,jul,married,none,51,0,1,1,-1,0,1,25,3,0
12:22:04,0:06:31,12:15:33,cellular,secondary,services,jan,divorced,failure,36,532,0,0,241,0,1,29,1,1
16:32:44,0:05:12,16:27:32,cellular,secondary,blue-collar,may,married,none,33,18,0,0,-1,0,1,18,3,0
14:24:36,0:01:33,14:23:03,cellular,secondary,blue-collar,may,married,failure,39,660,0,1,168,0,1,7,4,3
9:48:58,0:11:42,9:37:16,telephone,primary,retired,jul,married,none,53,759,0,0,-1,0,1,25,5,0
13:05:20,0:04:25,13:00:55,cellular,secondary,retired,aug,married,success,55,2206,1,0,91,0,0,12,1,5
13:44:23,0:02:31,13:41:52,other,secondary,admin.,may,divorced,none,36,-37,0,0,-1,0,1,27,1,0
12:46:16,0:03:50,12:42:26,cellular,tertiary,management,feb,married,none,60,2281,1,0,-1,0,0,5,2,0
11:26:25,0:01:34,11:24:51,telephone,tertiary,housemaid,jul,married,none,31,-6,0,1,-1,1,0,7,2,0
15:24:56,0:21:12,15:03:44,cellular,secondary,technician,jul,married,none,57,950,0,0,-1,0,1,9,1,0
17:33:03,0:04:01,17:29:02,cellular,secondary,housemaid,nov,single,none,54,1213,1,0,-1,0,0,12,1,0
14:23:04,0:01:01,14:22:03,cellular,secondary,services,nov,single,none,32,936,0,0,-1,0,1,18,1,0
16:17:48,0:02:01,16:15:47,cellular,primary,housemaid,aug,married,none,43,25,0,0,-1,0,0,12,2,0
13:34:43,0:01:21,13:33:22,cellular,secondary,technician,jul,married,none,49,133,0,0,-1,0,0,31,5,0
14:10:34,0:01:41,14:08:53,telephone,secondary,technician,jul,married,none,60,0,0,0,-1,0,1,24,14,0
17:41:37,0:01:45,17:39:52,cellular,secondary,blue-collar,may,married,none,48,503,0,0,-1,0,1,14,1,0
9:06:33,0:05:48,9:00:45,cellular,secondary,technician,nov,married,none,51,-174,0,1,-1,0,1,17,1,0
10:37:52,0:09:19,10:28:33,cellular,secondary,self-employed,nov,divorced,failure,52,1291,0,0,169,0,1,19,1,2
17:38:21,0:01:46,17:36:35,cellular,secondary,technician,may,single,failure,26,276,0,0,368,0,1,15,1,4
15:15:39,0:02:50,15:12:49,telephone,primary,housemaid,apr,divorced,none,76,1411,1,0,-1,0,0,15,3,0
11:34:16,0:03:31,11:30:45,cellular,tertiary,retired,sep,married,success,62,2557,1,0,216,0,1,14,1,7
14:49:25,0:02:21,14:47:04,other,primary,self-employed,may,single,none,36,235,0,0,-1,0,1,29,9,0
15:50:16,0:03:23,15:46:53,cellular,tertiary,technician,aug,married,none,43,192,0,0,-1,0,0,5,2,0
11:21:34,0:05:26,11:16:08,other,secondary,services,may,single,none,27,194,0,0,-1,0,1,16,1,0
16:10:33,0:03:02,16:07:31,cellular,secondary,services,jun,single,none,27,339,1,0,-1,0,0,4,1,0
9:44:10,0:17:06,9:27:04,cellular,secondary,admin.,jan,divorced,failure,46,660,0,0,259,0,1,29,1,2
11:52:36,0:01:10,11:51:26,cellular,secondary,management,aug,single,none,39,36,0,0,-1,0,0,29,2,0
15:01:19,0:02:13,14:59:06,cellular,tertiary,management,apr,single,success,35,2646,1,0,183,0,0,14,8,2
13:18:10,0:03:07,13:15:03,telephone,tertiary,student,mar,single,other,27,311,1,0,322,0,0,2,3,1
15:50:41,0:07:45,15:42:56,cellular,tertiary,unemployed,aug,married,none,65,0,0,0,-1,0,0,10,1,0
17:27:36,0:04:52,17:22:44,cellular,secondary,technician,may,married,none,32,473,1,1,-1,0,0,7,3,0
15:53:38,0:00:13,15:53:25,cellular,secondary,technician,feb,married,none,42,440,0,0,-1,0,1,3,5,0
15:34:07,0:07:22,15:26:45,cellular,secondary,technician,may,single,failure,32,230,1,0,266,0,1,18,1,8
14:25:02,0:04:17,14:20:45,cellular,secondary,technician,jul,single,none,34,201,0,0,-1,0,0,22,2,0
18:03:09,0:04:30,17:58:39,cellular,secondary,management,nov,single,none,36,1511,1,0,-1,0,1,16,1,0
14:56:39,0:08:57,14:47:42,cellular,secondary,retired,nov,divorced,none,67,704,1,0,-1,0,0,3,1,0
11:34:26,0:01:54,11:32:32,cellular,primary,blue-collar,jul,married,none,48,816,0,0,-1,0,1,31,7,0
13:25:39,0:03:15,13:22:24,telephone,secondary,technician,nov,married,other,47,826,0,0,112,0,1,18,3,8
11:39:34,0:05:33,11:34:01,other,secondary,technician,may,divorced,none,43,0,0,0,-1,0,0,14,1,0
12:29:51,0:02:44,12:27:07,other,tertiary,management,may,married,none,38,126,0,0,-1,0,1,21,2,0
11:48:20,0:02:13,11:46:07,cellular,secondary,blue-collar,apr,single,none,44,0,1,0,-1,0,0,20,1,0
16:07:21,0:11:36,15:55:45,cellular,secondary,unemployed,nov,single,none,54,380,1,0,-1,0,0,17,2,0
14:02:30,0:25:43,13:36:47,cellular,secondary,technician,jun,married,none,49,905,1,0,-1,0,0,5,1,0
15:01:19,0:01:48,14:59:31,cellular,secondary,technician,apr,married,none,33,806,1,0,-1,0,0,17,1,0
13:29:01,0:01:15,13:27:46,cellular,tertiary,self-employed,nov,divorced,none,53,10,0,0,-1,1,0,20,3,0
18:13:26,0:24:59,17:48:27,cellular,primary,blue-collar,jul,single,none,25,2483,1,0,-1,0,0,10,3,0
10:32:50,0:13:40,10:19:10,cellular,secondary,retired,may,married,none,54,3538,1,0,-1,0,0,27,1,0
13:03:06,0:27:02,12:36:04,other,tertiary,management,may,divorced,none,37,122,1,0,-1,0,1,19,2,0
13:47:09,0:06:42,13:40:27,cellular,tertiary,management,aug,single,none,26,-8,0,0,-1,0,0,13,2,0
10:04:11,0:07:21,9:56:50,cellular,secondary,retired,jul,divorced,none,60,1091,1,0,-1,0,0,30,5,0
10:06:58,0:06:41,10:00:17,cellular,secondary,services,feb,single,other,26,598,0,0,272,0,1,5,2,1
11:56:12,0:04:56,11:51:16,cellular,secondary,technician,mar,married,none,60,1740,1,0,-1,0,0,13,2,0
16:27:40,0:03:40,16:24:00,cellular,tertiary,services,aug,single,none,36,1189,1,0,-1,0,0,17,1,0
14:34:08,0:02:35,14:31:33,cellular,tertiary,management,dec,married,success,48,1147,1,0,120,0,0,3,1,3
13:59:54,0:07:17,13:52:37,cellular,tertiary,management,apr,married,failure,29,5698,0,0,264,0,0,15,1,1
15:58:18,0:01:14,15:57:04,cellular,tertiary,technician,jun,single,success,27,15161,1,0,120,0,0,2,1,1
10:19:18,0:01:41,10:17:37,cellular,primary,blue-collar,jun,married,other,38,1630,0,0,94,0,1,17,3,19
13:59:34,0:07:06,13:52:28,telephone,secondary,unemployed,apr,single,other,37,2722,1,0,179,0,0,27,2,3
18:04:00,0:13:20,17:50:40,cellular,tertiary,management,sep,single,failure,45,1411,1,0,102,0,0,7,2,3
15:02:37,0:07:17,14:55:20,cellular,secondary,admin.,apr,single,success,30,270,1,0,80,0,0,30,1,1
17:00:31,0:02:08,16:58:23,telephone,tertiary,management,feb,married,none,69,840,1,0,-1,0,0,5,3,0
14:51:14,0:17:15,14:33:59,cellular,secondary,admin.,nov,married,none,30,1794,1,0,-1,0,0,20,1,0
17:26:13,0:09:17,17:16:56,cellular,primary,blue-collar,apr,married,none,53,1794,0,0,-1,0,1,17,1,0
16:23:55,0:07:22,16:16:33,other,secondary,technician,jun,married,none,45,3007,0,0,-1,0,0,11,1,0
15:40:47,0:03:02,15:37:45,cellular,tertiary,management,jan,single,none,40,80,0,0,-1,0,1,30,3,0
17:45:23,0:00:50,17:44:33,cellular,tertiary,management,nov,married,failure,46,4301,0,1,183,0,1,18,1,2
16:07:08,0:05:22,16:01:46,other,tertiary,self-employed,jun,married,none,42,-266,0,1,-1,0,0,25,1,0
17:00:49,0:02:50,16:57:59,other,primary,blue-collar,jun,married,none,50,42,0,0,-1,0,1,4,3,0
14:54:20,0:06:54,14:47:26,cellular,tertiary,technician,may,single,failure,32,705,1,0,35,0,1,25,2,4
15:14:32,0:01:24,15:13:08,cellular,tertiary,management,aug,married,none,31,0,0,0,-1,0,0,11,2,0
13:53:29,0:04:25,13:49:04,other,primary,blue-collar,jun,married,none,37,3154,0,0,-1,0,1,16,3,0
14:44:15,0:04:50,14:39:25,telephone,primary,housemaid,oct,married,none,66,40,1,0,-1,0,0,14,2,0
17:49:11,0:00:11,17:49:00,cellular,secondary,admin.,nov,single,none,33,1834,0,0,-1,0,1,21,2,0
10:22:54,0:01:58,10:20:56,other,primary,services,may,divorced,none,38,92,0,1,-1,0,1,29,3,0
12:56:06,0:00:28,12:55:38,cellular,primary,blue-collar,aug,married,none,51,6343,0,0,-1,0,1,26,20,0
15:41:01,0:04:06,15:36:55,cellular,secondary,technician,may,single,other,28,1453,0,0,343,0,1,12,1,1
14:07:32,0:02:16,14:05:16,cellular,secondary,technician,may,divorced,none,34,136,0,0,-1,0,1,8,2,0
9:47:39,0:03:09,9:44:30,cellular,secondary,retired,oct,married,none,72,0,1,0,-1,0,0,29,3,0
12:03:22,0:05:39,11:57:43,cellular,secondary,unemployed,jan,married,none,36,-35,0,0,-1,0,0,30,3,0
11:54:45,0:07:33,11:47:12,cellular,tertiary,management,apr,married,none,43,240,1,0,-1,0,1,16,1,0
12:26:09,0:01:18,12:24:51,telephone,tertiary,management,mar,married,failure,58,1016,0,0,91,0,0,11,2,1
17:57:15,0:07:46,17:49:29,cellular,secondary,admin.,nov,divorced,none,46,7378,0,0,-1,0,0,18,1,0
13:24:37,0:03:28,13:21:09,other,secondary,technician,may,married,none,35,94,0,1,-1,0,1,14,5,0
11:48:08,0:01:44,11:46:24,cellular,tertiary,technician,jan,single,none,26,4130,0,0,-1,0,0,28,2,0
16:28:41,0:04:00,16:24:41,other,tertiary,technician,jun,single,none,27,555,0,0,-1,0,0,11,9,0
15:30:06,0:12:45,15:17:21,cellular,secondary,admin.,aug,married,success,35,2374,1,0,183,0,1,11,2,5
15:32:39,0:03:49,15:28:50,cellular,tertiary,management,mar,married,success,37,1113,1,0,182,0,0,2,1,1
15:30:45,0:09:06,15:21:39,cellular,secondary,retired,dec,married,none,72,1533,1,0,-1,0,0,16,2,0
17:27:08,0:02:09,17:24:59,other,primary,housemaid,jun,married,none,57,1870,0,0,-1,0,0,17,1,0
12:04:11,0:09:18,11:54:53,telephone,primary,blue-collar,jul,married,none,58,0,0,0,-1,0,0,16,6,0
12:55:06,0:02:56,12:52:10,cellular,tertiary,self-employed,aug,single,none,38,982,0,0,-1,0,0,11,3,0
11:25:04,0:02:34,11:22:30,cellular,secondary,blue-collar,jul,single,none,45,0,0,1,-1,1,0,16,2,0
9:37:17,0:03:00,9:34:17,cellular,secondary,self-employed,nov,married,failure,45,830,0,0,111,0,0,19,1,2
16:25:52,0:06:55,16:18:57,cellular,tertiary,management,aug,married,other,60,474,1,0,186,0,0,31,5,3
13:57:15,0:07:08,13:50:07,cellular,secondary,technician,jul,married,none,32,0,0,1,-1,0,1,10,1,0
17:51:54,0:09:04,17:42:50,cellular,secondary,blue-collar,apr,single,failure,33,476,0,1,333,0,1,17,3,2
13:18:48,0:04:07,13:14:41,other,secondary,management,may,married,none,33,-15,0,0,-1,0,1,13,3,0
14:12:30,0:04:24,14:08:06,cellular,secondary,admin.,oct,divorced,none,45,0,1,0,-1,0,0,29,1,0
12:34:11,0:06:34,12:27:37,telephone,tertiary,unemployed,nov,single,success,41,79,1,0,390,0,0,9,1,2
10:47:05,0:01:26,10:45:39,cellular,secondary,blue-collar,may,single,failure,38,238,0,0,366,0,1,8,1,2
16:58:04,0:06:20,16:51:44,cellular,tertiary,management,jun,single,none,35,3544,1,0,-1,0,1,8,1,0
13:32:50,0:03:22,13:29:28,cellular,tertiary,technician,jan,married,success,33,1699,1,0,83,0,0,28,1,3
10:42:44,0:04:54,10:37:50,cellular,tertiary,management,aug,married,success,31,10884,1,0,98,0,0,10,3,2
9:18:04,0:10:18,9:07:46,cellular,secondary,entrepreneur,apr,single,none,49,5802,1,0,-1,0,0,30,2,0
14:48:11,0:02:46,14:45:25,other,secondary,self-employed,may,married,none,46,0,0,1,-1,0,1,14,5,0
11:18:49,0:13:52,11:04:57,cellular,secondary,admin.,may,single,failure,25,507,1,0,367,0,1,15,1,3
10:58:18,0:01:25,10:56:53,cellular,tertiary,unemployed,jul,married,none,46,0,0,0,-1,0,1,10,1,0
16:57:34,0:04:47,16:52:47,cellular,secondary,admin.,nov,married,other,39,-982,0,1,117,0,1,19,3,2
18:05:19,0:21:49,17:43:30,cellular,secondary,blue-collar,may,single,none,35,597,0,0,-1,0,1,13,2,0
9:49:18,0:10:11,9:39:07,cellular,secondary,admin.,may,divorced,none,39,878,1,0,-1,0,1,15,5,0
15:10:32,0:12:46,14:57:46,cellular,secondary,technician,jul,married,none,38,976,1,0,-1,0,1,14,3,0
13:51:19,0:04:17,13:47:02,cellular,tertiary,technician,jul,married,failure,50,0,0,1,85,0,0,6,1,7
12:20:30,0:05:55,12:14:35,other,tertiary,blue-collar,jun,married,none,44,391,0,0,-1,0,0,6,4,0
17:55:36,0:05:20,17:50:16,cellular,secondary,services,may,single,none,59,0,0,0,-1,0,0,22,1,0
11:59:49,0:01:25,11:58:24,other,tertiary,management,jun,married,none,41,251,0,1,-1,0,0,6,3,0
10:22:18,0:08:42,10:13:36,cellular,secondary,unemployed,nov,divorced,success,46,3354,1,0,174,0,1,19,1,1
